Date,Description,Amount,Transaction Type,Category,Account Name
05-01-2020,Eversource Electricity,76.75,debit,Utilities,Checking
05-01-2020,National Grid Gas,74.05,debit,Utilities,Checking
05-02-2020,Ace Hardware,153.14,debit,Grocery shopping,Credit Card
05-03-2020,Temu,40.22,debit,Shopping,Credit Card
05-05-2020,MBTA,22.73,debit,Travel expenses,Credit Card
05-07-2020,Boston Halal,53.14,debit,Restaurants,Credit Card
05-08-2020,Credit Transaction,95.82,credit,Dividends,Savings
05-08-2020,Ace Hardware,244.01,debit,Grocery shopping,Credit Card
05-09-2020,MBTA,28.97,debit,Travel expenses,Credit Card
05-10-2020,Boston Halal,25.04,debit,Restaurants,Credit Card
05-12-2020,Credit Transaction,15.71,credit,Cashback Rewards,Savings
05-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
05-13-2020,Trader Joes,160.81,debit,Grocery shopping,Credit Card
05-14-2020,Dominos,73.17,debit,Restaurants,Credit Card
05-15-2020,Lyft,14.04,debit,Travel expenses,Credit Card
05-15-2020,Credit Transaction,13.35,credit,Cashback Rewards,Savings
05-15-2020,Temu,44.6,debit,Shopping,Credit Card
05-17-2020,Temu,52.74,debit,Shopping,Credit Card
05-18-2020,Credit Transaction,184.26,credit,Dividends,Savings
05-18-2020,Boston Shawarma,77.06,debit,Restaurants,Credit Card
05-19-2020,Ace Hardware,184.94,debit,Grocery shopping,Credit Card
05-21-2020,MBTA,23.56,debit,Travel expenses,Credit Card
05-21-2020,Mama-cita,27.43,debit,Restaurants,Credit Card
05-23-2020,Trader Joes,151.31,debit,Grocery shopping,Credit Card
05-23-2020,Uber,18.4,debit,Travel expenses,Credit Card
05-25-2020,Mama-cita,32.77,debit,Restaurants,Credit Card
05-26-2020,Uber,23.03,debit,Travel expenses,Credit Card
05-26-2020,Credit Transaction,18.3,credit,Cashback Rewards,Savings
05-26-2020,Stop and Shop,246.94,debit,Grocery shopping,Credit Card
05-26-2020,Boston Shawarma,59.4,debit,Restaurants,Credit Card
05-26-2020,StandUp show,41.96,debit,Entertainment,Credit Card
05-27-2020,Amazon,38.29,debit,Shopping,Credit Card
05-27-2020,Ice skating,63.06,debit,Entertainment,Credit Card
05-29-2020,Boston Halal,39.03,debit,Restaurants,Credit Card
05-30-2020,Credit Transaction,189.75,credit,Dividends,Savings
05-30-2020,Trader Joes,247.37,debit,Grocery shopping,Credit Card
05-30-2020,Temu,28.83,debit,Shopping,Credit Card
05-30-2020,Mama-cita,31.44,debit,Restaurants,Credit Card
05-31-2020,Trader Joes,242.51,debit,Grocery shopping,Credit Card
06-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
06-01-2020,Eversource Electricity,69.17,debit,Utilities,Checking
06-01-2020,National Grid Gas,64.9,debit,Utilities,Checking
06-01-2020,Dominos,35.42,debit,Restaurants,Credit Card
06-02-2020,Boston Shawarma,47.96,debit,Restaurants,Credit Card
06-02-2020,StandUp show,35.85,debit,Entertainment,Credit Card
06-04-2020,Dominos,28.56,debit,Restaurants,Credit Card
06-05-2020,Mama-cita,53.11,debit,Restaurants,Credit Card
06-06-2020,AMC Boston,64.76,debit,Entertainment,Credit Card
06-06-2020,Mall,33.79,debit,Shopping,Credit Card
06-08-2020,Amazon,29.93,debit,Shopping,Credit Card
06-08-2020,Mall,37.32,debit,Shopping,Credit Card
06-08-2020,Boston Halal,71.04,debit,Restaurants,Credit Card
06-09-2020,Mama-cita,34.44,debit,Restaurants,Credit Card
06-10-2020,Boston Shawarma,64.54,debit,Restaurants,Credit Card
06-12-2020,Lyft,17.45,debit,Travel expenses,Credit Card
06-13-2020,Mama-cita,64.08,debit,Restaurants,Credit Card
06-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
06-13-2020,Trader Joes,192.33,debit,Grocery shopping,Credit Card
06-14-2020,Boston Shawarma,67.05,debit,Restaurants,Credit Card
06-14-2020,Mama-cita,59.97,debit,Restaurants,Credit Card
06-14-2020,Dominos,69.95,debit,Restaurants,Credit Card
06-15-2020,Stop and Shop,155.75,debit,Grocery shopping,Credit Card
06-16-2020,Boston Halal,78.74,debit,Restaurants,Credit Card
06-16-2020,Dominos,38.2,debit,Restaurants,Credit Card
06-17-2020,Credit Transaction,16.6,credit,Cashback Rewards,Savings
06-18-2020,Stop and Shop,180.44,debit,Grocery shopping,Credit Card
06-18-2020,Ace Hardware,193.87,debit,Grocery shopping,Credit Card
06-18-2020,Boston Halal,62.92,debit,Restaurants,Credit Card
06-19-2020,Boston Shawarma,51.06,debit,Restaurants,Credit Card
06-19-2020,Uber,10.77,debit,Travel expenses,Credit Card
06-19-2020,Mama-cita,79.62,debit,Restaurants,Credit Card
06-20-2020,Mama-cita,76.27,debit,Restaurants,Credit Card
06-20-2020,MBTA,13.65,debit,Travel expenses,Credit Card
06-20-2020,Lyft,25.94,debit,Travel expenses,Credit Card
06-20-2020,Uber,16.94,debit,Travel expenses,Credit Card
06-21-2020,Boston Shawarma,32.38,debit,Restaurants,Credit Card
06-21-2020,Credit Transaction,5.51,credit,Cashback Rewards,Savings
06-23-2020,Credit Transaction,10.6,credit,Cashback Rewards,Savings
06-24-2020,Lyft,15.52,debit,Travel expenses,Credit Card
06-25-2020,Dominos,61.26,debit,Restaurants,Credit Card
06-26-2020,MBTA,26.19,debit,Travel expenses,Credit Card
06-28-2020,Mama-cita,75.86,debit,Restaurants,Credit Card
06-28-2020,Lyft,23.84,debit,Travel expenses,Credit Card
06-29-2020,Ice skating,44.21,debit,Entertainment,Credit Card
06-30-2020,Stop and Shop,184.27,debit,Grocery shopping,Credit Card
06-30-2020,Karaoke,52.68,debit,Entertainment,Credit Card
07-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
07-01-2020,Eversource Electricity,78.26,debit,Utilities,Checking
07-01-2020,National Grid Gas,67.57,debit,Utilities,Checking
07-04-2020,Mall,27.66,debit,Shopping,Credit Card
07-06-2020,Stop and Shop,225.61,debit,Grocery shopping,Credit Card
07-07-2020,Amazon,52.06,debit,Shopping,Credit Card
07-08-2020,Boston Halal,55.54,debit,Restaurants,Credit Card
07-08-2020,StandUp show,27.63,debit,Entertainment,Credit Card
07-09-2020,Uber,26.1,debit,Travel expenses,Credit Card
07-10-2020,StandUp show,30.56,debit,Entertainment,Credit Card
07-12-2020,AMC Boston,31.56,debit,Entertainment,Credit Card
07-12-2020,Stop and Shop,191.73,debit,Grocery shopping,Credit Card
07-13-2020,Mama-cita,66.62,debit,Restaurants,Credit Card
07-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
07-14-2020,Credit Transaction,6.31,credit,Cashback Rewards,Savings
07-14-2020,Trader Joes,162.07,debit,Grocery shopping,Credit Card
07-16-2020,Amazon,77.98,debit,Shopping,Credit Card
07-17-2020,Ace Hardware,195.2,debit,Grocery shopping,Credit Card
07-19-2020,Temu,29.49,debit,Shopping,Credit Card
07-19-2020,AMC Boston,51.67,debit,Entertainment,Credit Card
07-20-2020,Boston Halal,69.15,debit,Restaurants,Credit Card
07-22-2020,Stop and Shop,222.7,debit,Grocery shopping,Credit Card
07-23-2020,Lyft,22.72,debit,Travel expenses,Credit Card
07-23-2020,Boston Halal,63.37,debit,Restaurants,Credit Card
07-23-2020,MBTA,16.53,debit,Travel expenses,Credit Card
07-26-2020,Boston Shawarma,51.3,debit,Restaurants,Credit Card
07-26-2020,Mama-cita,70.14,debit,Restaurants,Credit Card
07-26-2020,MBTA,23.43,debit,Travel expenses,Credit Card
07-27-2020,AMC Boston,35.34,debit,Entertainment,Credit Card
07-28-2020,Temu,76.02,debit,Shopping,Credit Card
07-28-2020,AMC Boston,67.84,debit,Entertainment,Credit Card
07-28-2020,Dominos,73.0,debit,Restaurants,Credit Card
07-28-2020,Credit Transaction,14.97,credit,Cashback Rewards,Savings
07-30-2020,Credit Transaction,17.0,credit,Cashback Rewards,Savings
07-30-2020,Stop and Shop,208.87,debit,Grocery shopping,Credit Card
07-31-2020,Ace Hardware,168.22,debit,Grocery shopping,Credit Card
08-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
08-01-2020,Eversource Electricity,63.48,debit,Utilities,Checking
08-01-2020,National Grid Gas,63.19,debit,Utilities,Checking
08-01-2020,Credit Transaction,19.5,credit,Cashback Rewards,Savings
08-01-2020,Ace Hardware,150.88,debit,Grocery shopping,Credit Card
08-02-2020,Karaoke,24.81,debit,Entertainment,Credit Card
08-03-2020,Boston Shawarma,60.8,debit,Restaurants,Credit Card
08-04-2020,Dominos,63.48,debit,Restaurants,Credit Card
08-04-2020,Uber,17.63,debit,Travel expenses,Credit Card
08-05-2020,Mama-cita,73.41,debit,Restaurants,Credit Card
08-05-2020,Dominos,26.0,debit,Restaurants,Credit Card
08-06-2020,Dominos,57.68,debit,Restaurants,Credit Card
08-07-2020,Temu,23.29,debit,Shopping,Credit Card
08-08-2020,Uber,13.61,debit,Travel expenses,Credit Card
08-08-2020,Mama-cita,58.87,debit,Restaurants,Credit Card
08-09-2020,Boston Halal,30.33,debit,Restaurants,Credit Card
08-09-2020,Dominos,65.95,debit,Restaurants,Credit Card
08-11-2020,Credit Transaction,18.9,credit,Cashback Rewards,Savings
08-11-2020,Boston Halal,28.78,debit,Restaurants,Credit Card
08-12-2020,Lyft,17.77,debit,Travel expenses,Credit Card
08-12-2020,Dominos,30.87,debit,Restaurants,Credit Card
08-13-2020,Karaoke,26.22,debit,Entertainment,Credit Card
08-13-2020,Boston Halal,79.45,debit,Restaurants,Credit Card
08-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
08-14-2020,Dominos,38.29,debit,Restaurants,Credit Card
08-14-2020,Boston Shawarma,78.95,debit,Restaurants,Credit Card
08-16-2020,StandUp show,50.6,debit,Entertainment,Credit Card
08-16-2020,Lyft,27.54,debit,Travel expenses,Credit Card
08-17-2020,Credit Transaction,19.9,credit,Cashback Rewards,Savings
08-18-2020,Temu,61.43,debit,Shopping,Credit Card
08-18-2020,AMC Boston,39.2,debit,Entertainment,Credit Card
08-18-2020,Boston Halal,35.89,debit,Restaurants,Credit Card
08-19-2020,Lyft,17.71,debit,Travel expenses,Credit Card
08-19-2020,MBTA,24.73,debit,Travel expenses,Credit Card
08-19-2020,Credit Transaction,16.89,credit,Cashback Rewards,Savings
08-20-2020,Dominos,58.37,debit,Restaurants,Credit Card
08-20-2020,Boston Shawarma,67.88,debit,Restaurants,Credit Card
08-20-2020,Credit Transaction,144.28,credit,Dividends,Savings
08-21-2020,Lyft,13.22,debit,Travel expenses,Credit Card
08-21-2020,Ace Hardware,240.44,debit,Grocery shopping,Credit Card
08-22-2020,Boston Halal,53.36,debit,Restaurants,Credit Card
08-22-2020,Ace Hardware,191.28,debit,Grocery shopping,Credit Card
08-23-2020,StandUp show,34.59,debit,Entertainment,Credit Card
08-23-2020,Market Basket,238.87,debit,Grocery shopping,Credit Card
08-24-2020,Credit Transaction,57.17,credit,Dividends,Savings
08-24-2020,Credit Transaction,10.77,credit,Cashback Rewards,Savings
08-25-2020,Temu,69.96,debit,Shopping,Credit Card
08-25-2020,Credit Transaction,126.11,credit,Dividends,Savings
08-27-2020,Ice skating,54.26,debit,Entertainment,Credit Card
08-27-2020,Mama-cita,29.72,debit,Restaurants,Credit Card
08-27-2020,Uber,14.25,debit,Travel expenses,Credit Card
08-27-2020,MBTA,23.34,debit,Travel expenses,Credit Card
08-27-2020,Dominos,76.73,debit,Restaurants,Credit Card
08-28-2020,Uber,18.22,debit,Travel expenses,Credit Card
08-29-2020,Dominos,33.48,debit,Restaurants,Credit Card
08-29-2020,Mama-cita,29.1,debit,Restaurants,Credit Card
08-31-2020,Mall,36.59,debit,Shopping,Credit Card
09-01-2020,AMC Boston,28.78,debit,Entertainment,Credit Card
09-01-2020,Rent/ Mortgage,1500.0,debit,Mortgage & Rent,Savings
09-01-2020,Eversource Electricity,76.26,debit,Utilities,Checking
09-01-2020,National Grid Gas,76.06,debit,Utilities,Checking
09-02-2020,Mama-cita,58.13,debit,Restaurants,Credit Card
09-06-2020,Amazon,65.2,debit,Shopping,Credit Card
09-06-2020,AMC Boston,55.5,debit,Entertainment,Credit Card
09-08-2020,Uber,10.14,debit,Travel expenses,Credit Card
09-09-2020,Temu,34.93,debit,Shopping,Credit Card
09-10-2020,Credit Transaction,11.95,credit,Cashback Rewards,Savings
09-10-2020,Credit Transaction,18.07,credit,Cashback Rewards,Savings
09-11-2020,Ice skating,65.59,debit,Entertainment,Credit Card
09-12-2020,MBTA,24.24,debit,Travel expenses,Credit Card
09-12-2020,Ice skating,40.35,debit,Entertainment,Credit Card
09-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
09-13-2020,Market Basket,200.92,debit,Grocery shopping,Credit Card
09-14-2020,StandUp show,53.7,debit,Entertainment,Credit Card
09-14-2020,Market Basket,227.26,debit,Grocery shopping,Credit Card
09-14-2020,Mall,69.42,debit,Shopping,Credit Card
09-14-2020,Karaoke,44.38,debit,Entertainment,Credit Card
09-15-2020,Uber,23.86,debit,Travel expenses,Credit Card
09-15-2020,Market Basket,184.62,debit,Grocery shopping,Credit Card
09-17-2020,Stop and Shop,227.7,debit,Grocery shopping,Credit Card
09-17-2020,Temu,32.75,debit,Shopping,Credit Card
09-17-2020,Mall,74.4,debit,Shopping,Credit Card
09-18-2020,Credit Transaction,5.1,credit,Cashback Rewards,Savings
09-19-2020,Ace Hardware,185.86,debit,Grocery shopping,Credit Card
09-20-2020,Mall,24.7,debit,Shopping,Credit Card
09-21-2020,MBTA,15.87,debit,Travel expenses,Credit Card
09-21-2020,Karaoke,29.76,debit,Entertainment,Credit Card
09-23-2020,Temu,36.51,debit,Shopping,Credit Card
09-24-2020,AMC Boston,43.1,debit,Entertainment,Credit Card
09-24-2020,Uber,19.64,debit,Travel expenses,Credit Card
09-25-2020,Temu,53.97,debit,Shopping,Credit Card
09-26-2020,Uber,18.15,debit,Travel expenses,Credit Card
09-27-2020,Credit Transaction,17.3,credit,Cashback Rewards,Savings
09-27-2020,Temu,32.95,debit,Shopping,Credit Card
09-27-2020,Trader Joes,201.16,debit,Grocery shopping,Credit Card
09-28-2020,Mall,26.92,debit,Shopping,Credit Card
09-29-2020,Amazon,59.46,debit,Shopping,Credit Card
09-29-2020,Boston Shawarma,34.84,debit,Restaurants,Credit Card
09-29-2020,Credit Transaction,4.85,credit,Cashback Rewards,Savings
09-30-2020,Temu,39.99,debit,Shopping,Credit Card
10-01-2020,Rent/ Mortgage,1500.0,debit,Mortgage & Rent,Savings
10-01-2020,Eversource Electricity,78.78,debit,Utilities,Checking
10-01-2020,National Grid Gas,66.9,debit,Utilities,Checking
10-01-2020,Heating fuel,151.44,debit,Utilities,Checking
10-02-2020,StandUp show,40.18,debit,Entertainment,Credit Card
10-03-2020,Credit Transaction,19.6,credit,Cashback Rewards,Savings
10-03-2020,Lyft,13.46,debit,Travel expenses,Credit Card
10-04-2020,Mall,46.67,debit,Shopping,Credit Card
10-05-2020,Boston Shawarma,53.56,debit,Restaurants,Credit Card
10-05-2020,Boston Halal,36.5,debit,Restaurants,Credit Card
10-05-2020,Credit Transaction,13.86,credit,Cashback Rewards,Savings
10-06-2020,Credit Transaction,18.94,credit,Cashback Rewards,Savings
10-06-2020,Mall,45.78,debit,Shopping,Credit Card
10-08-2020,Boston Shawarma,38.49,debit,Restaurants,Credit Card
10-08-2020,Market Basket,212.08,debit,Grocery shopping,Credit Card
10-09-2020,Amazon,40.84,debit,Shopping,Credit Card
10-10-2020,Stop and Shop,151.63,debit,Grocery shopping,Credit Card
10-10-2020,Credit Transaction,10.15,credit,Cashback Rewards,Savings
10-11-2020,Boston Shawarma,57.73,debit,Restaurants,Credit Card
10-11-2020,Credit Transaction,13.98,credit,Cashback Rewards,Savings
10-11-2020,AMC Boston,38.67,debit,Entertainment,Credit Card
10-12-2020,MBTA,21.98,debit,Travel expenses,Credit Card
10-12-2020,Ice skating,50.71,debit,Entertainment,Credit Card
10-12-2020,Market Basket,165.15,debit,Grocery shopping,Credit Card
