Date,Description,Amount,Transaction Type,Category,Account Name
03-01-2020,Eversource Electricity,78.69,debit,Utilities,Checking
03-01-2020,National Grid Gas,76.11,debit,Utilities,Checking
03-01-2020,Heating fuel,218.68,debit,Utilities,Checking
03-01-2020,Boston Shawarma,37.06,debit,Restaurants,Credit Card
03-01-2020,Amazon,30.96,debit,Shopping,Credit Card
03-01-2020,Uber,22.23,debit,Travel expenses,Credit Card
03-02-2020,Trader Joes,241.42,debit,Grocery shopping,Credit Card
03-02-2020,Amazon,34.17,debit,Shopping,Credit Card
03-03-2020,Stop and Shop,197.67,debit,Grocery shopping,Credit Card
03-03-2020,Temu,70.36,debit,Shopping,Credit Card
03-04-2020,Lyft,29.65,debit,Travel expenses,Credit Card
03-04-2020,MBTA,13.81,debit,Travel expenses,Credit Card
03-05-2020,Ace Hardware,158.25,debit,Grocery shopping,Credit Card
03-06-2020,Uber,27.37,debit,Travel expenses,Credit Card
03-06-2020,Dominos,44.06,debit,Restaurants,Credit Card
03-06-2020,Boston Shawarma,74.42,debit,Restaurants,Credit Card
03-06-2020,Market Basket,172.32,debit,Grocery shopping,Credit Card
03-06-2020,StandUp show,66.38,debit,Entertainment,Credit Card
03-07-2020,Lyft,24.08,debit,Travel expenses,Credit Card
03-07-2020,Uber,20.85,debit,Travel expenses,Credit Card
03-07-2020,MBTA,27.23,debit,Travel expenses,Credit Card
03-07-2020,Karaoke,23.88,debit,Entertainment,Credit Card
03-08-2020,Mama-cita,33.64,debit,Restaurants,Credit Card
03-08-2020,Market Basket,160.54,debit,Grocery shopping,Credit Card
03-10-2020,Temu,54.65,debit,Shopping,Credit Card
03-10-2020,Mama-cita,29.84,debit,Restaurants,Credit Card
03-10-2020,Stop and Shop,233.26,debit,Grocery shopping,Credit Card
03-11-2020,Ace Hardware,182.22,debit,Grocery shopping,Credit Card
03-12-2020,AMC Boston,29.89,debit,Entertainment,Credit Card
03-12-2020,Boston Shawarma,68.69,debit,Restaurants,Credit Card
03-12-2020,Mama-cita,69.37,debit,Restaurants,Credit Card
03-12-2020,StandUp show,32.96,debit,Entertainment,Credit Card
03-13-2020,Monthly direct deposit - Salary,10000.0,credit,Salary,Savings
03-13-2020,Lyft,12.35,debit,Travel expenses,Credit Card
03-13-2020,Ice skating,30.95,debit,Entertainment,Credit Card
03-13-2020,Credit Transaction,164.33,credit,Dividends,Savings
03-13-2020,Boston Shawarma,63.99,debit,Restaurants,Credit Card
03-13-2020,MBTA,22.61,debit,Travel expenses,Credit Card
03-14-2020,Credit Transaction,15.83,credit,Cashback Rewards,Savings
03-14-2020,Dominos,50.4,debit,Restaurants,Credit Card
03-15-2020,Uber,12.43,debit,Travel expenses,Credit Card
03-15-2020,Lyft,21.86,debit,Travel expenses,Credit Card
03-15-2020,MBTA,19.04,debit,Travel expenses,Credit Card
03-16-2020,MBTA,27.6,debit,Travel expenses,Credit Card
03-16-2020,Boston Halal,79.15,debit,Restaurants,Credit Card
03-16-2020,Dominos,41.92,debit,Restaurants,Credit Card
03-17-2020,Lyft,28.55,debit,Travel expenses,Credit Card
03-18-2020,Uber,14.23,debit,Travel expenses,Credit Card
03-18-2020,StandUp show,32.6,debit,Entertainment,Credit Card
03-18-2020,Dominos,64.67,debit,Restaurants,Credit Card
03-18-2020,AMC Boston,48.87,debit,Entertainment,Credit Card
03-19-2020,Credit Transaction,15.86,credit,Cashback Rewards,Savings
03-19-2020,Boston Shawarma,57.43,debit,Restaurants,Credit Card
03-20-2020,MBTA,28.62,debit,Travel expenses,Credit Card
03-20-2020,Lyft,23.51,debit,Travel expenses,Credit Card
03-20-2020,Stop and Shop,184.54,debit,Grocery shopping,Credit Card
03-20-2020,Mama-cita,27.56,debit,Restaurants,Credit Card
03-21-2020,Market Basket,153.23,debit,Grocery shopping,Credit Card
03-21-2020,Boston Shawarma,49.75,debit,Restaurants,Credit Card
03-22-2020,Mall,68.33,debit,Shopping,Credit Card
03-22-2020,Uber,25.66,debit,Travel expenses,Credit Card
03-22-2020,Ice skating,29.77,debit,Entertainment,Credit Card
03-23-2020,Lyft,27.84,debit,Travel expenses,Credit Card
03-23-2020,Uber,26.66,debit,Travel expenses,Credit Card
03-23-2020,Boston Halal,28.58,debit,Restaurants,Credit Card
03-23-2020,Ice skating,38.29,debit,Entertainment,Credit Card
03-24-2020,Karaoke,66.46,debit,Entertainment,Credit Card
03-24-2020,Stop and Shop,188.59,debit,Grocery shopping,Credit Card
03-25-2020,Ice skating,30.84,debit,Entertainment,Credit Card
03-25-2020,StandUp show,46.17,debit,Entertainment,Credit Card
03-26-2020,AMC Boston,31.51,debit,Entertainment,Credit Card
03-26-2020,Boston Halal,48.67,debit,Restaurants,Credit Card
03-26-2020,Mama-cita,58.72,debit,Restaurants,Credit Card
03-27-2020,Amazon,62.7,debit,Shopping,Credit Card
03-27-2020,Ice skating,26.24,debit,Entertainment,Credit Card
03-27-2020,AMC Boston,51.27,debit,Entertainment,Credit Card
03-28-2020,Mama-cita,55.57,debit,Restaurants,Credit Card
03-29-2020,Dominos,62.31,debit,Restaurants,Credit Card
03-30-2020,Market Basket,227.39,debit,Grocery shopping,Credit Card
03-30-2020,Ice skating,44.52,debit,Entertainment,Credit Card
03-30-2020,Mall,40.03,debit,Shopping,Credit Card
03-31-2020,Uber,11.41,debit,Travel expenses,Credit Card
03-31-2020,Ice skating,52.02,debit,Entertainment,Credit Card
03-31-2020,Mama-cita,34.92,debit,Restaurants,Credit Card
03-31-2020,Ace Hardware,176.82,debit,Grocery shopping,Credit Card
03-31-2020,Market Basket,219.2,debit,Grocery shopping,Credit Card
03-31-2020,Boston Halal,52.3,debit,Restaurants,Credit Card
04-01-2020,Uber,15.82,debit,Travel expenses,Credit Card
04-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
04-01-2020,Eversource Electricity,65.79,debit,Utilities,Checking
04-01-2020,National Grid Gas,69.08,debit,Utilities,Checking
04-01-2020,Heating fuel,216.38,debit,Utilities,Checking
04-01-2020,Lyft,27.75,debit,Travel expenses,Credit Card
04-01-2020,StandUp show,23.85,debit,Entertainment,Credit Card
04-02-2020,Ace Hardware,228.62,debit,Grocery shopping,Credit Card
04-02-2020,Credit Transaction,16.0,credit,Cashback Rewards,Savings
04-02-2020,Market Basket,239.84,debit,Grocery shopping,Credit Card
04-02-2020,Amazon,71.42,debit,Shopping,Credit Card
04-03-2020,Boston Shawarma,48.56,debit,Restaurants,Credit Card
04-04-2020,Boston Halal,41.65,debit,Restaurants,Credit Card
04-04-2020,Ice skating,26.52,debit,Entertainment,Credit Card
04-04-2020,MBTA,28.47,debit,Travel expenses,Credit Card
04-05-2020,AMC Boston,23.31,debit,Entertainment,Credit Card
04-05-2020,Stop and Shop,207.96,debit,Grocery shopping,Credit Card
04-05-2020,Trader Joes,191.53,debit,Grocery shopping,Credit Card
04-06-2020,Lyft,14.84,debit,Travel expenses,Credit Card
04-07-2020,Credit Transaction,14.03,credit,Cashback Rewards,Savings
04-07-2020,Amazon,31.79,debit,Shopping,Credit Card
04-08-2020,Lyft,15.29,debit,Travel expenses,Credit Card
04-08-2020,Stop and Shop,190.75,debit,Grocery shopping,Credit Card
04-09-2020,Lyft,12.19,debit,Travel expenses,Credit Card
04-10-2020,Ace Hardware,235.3,debit,Grocery shopping,Credit Card
04-10-2020,Lyft,26.8,debit,Travel expenses,Credit Card
04-10-2020,Credit Transaction,9.13,credit,Cashback Rewards,Savings
04-11-2020,Dominos,46.03,debit,Restaurants,Credit Card
04-11-2020,Credit Transaction,17.52,credit,Cashback Rewards,Savings
04-11-2020,StandUp show,64.34,debit,Entertainment,Credit Card
04-11-2020,Trader Joes,243.76,debit,Grocery shopping,Credit Card
04-12-2020,Dominos,39.77,debit,Restaurants,Credit Card
04-12-2020,StandUp show,29.26,debit,Entertainment,Credit Card
04-12-2020,Lyft,17.51,debit,Travel expenses,Credit Card
04-12-2020,Boston Halal,62.37,debit,Restaurants,Credit Card
04-13-2020,Lyft,28.63,debit,Travel expenses,Credit Card
04-13-2020,Temu,50.99,debit,Shopping,Credit Card
04-13-2020,Monthly direct deposit - Salary,10000.0,credit,Salary,Savings
04-14-2020,Lyft,14.7,debit,Travel expenses,Credit Card
04-14-2020,Boston Shawarma,74.35,debit,Restaurants,Credit Card
04-15-2020,Dominos,51.63,debit,Restaurants,Credit Card
04-16-2020,Karaoke,32.47,debit,Entertainment,Credit Card
04-16-2020,Credit Transaction,17.04,credit,Cashback Rewards,Savings
04-17-2020,Market Basket,198.67,debit,Grocery shopping,Credit Card
04-17-2020,Uber,28.34,debit,Travel expenses,Credit Card
04-18-2020,Ace Hardware,152.27,debit,Grocery shopping,Credit Card
04-19-2020,Market Basket,150.8,debit,Grocery shopping,Credit Card
04-19-2020,StandUp show,23.68,debit,Entertainment,Credit Card
04-19-2020,Ace Hardware,199.18,debit,Grocery shopping,Credit Card
04-20-2020,Mall,67.04,debit,Shopping,Credit Card
04-20-2020,Dominos,53.62,debit,Restaurants,Credit Card
04-20-2020,Temu,48.73,debit,Shopping,Credit Card
04-21-2020,Mama-cita,51.1,debit,Restaurants,Credit Card
04-21-2020,Temu,56.04,debit,Shopping,Credit Card
04-24-2020,Mall,75.39,debit,Shopping,Credit Card
04-24-2020,Boston Shawarma,32.28,debit,Restaurants,Credit Card
04-24-2020,Lyft,14.9,debit,Travel expenses,Credit Card
04-24-2020,Stop and Shop,154.34,debit,Grocery shopping,Credit Card
04-24-2020,MBTA,14.97,debit,Travel expenses,Credit Card
04-24-2020,Uber,21.35,debit,Travel expenses,Credit Card
04-25-2020,Mama-cita,61.57,debit,Restaurants,Credit Card
04-25-2020,Ice skating,62.25,debit,Entertainment,Credit Card
04-26-2020,Dominos,41.22,debit,Restaurants,Credit Card
04-26-2020,MBTA,14.33,debit,Travel expenses,Credit Card
04-28-2020,Temu,71.84,debit,Shopping,Credit Card
04-28-2020,Uber,11.19,debit,Travel expenses,Credit Card
04-29-2020,Amazon,29.97,debit,Shopping,Credit Card
04-29-2020,Market Basket,203.58,debit,Grocery shopping,Credit Card
04-29-2020,Mama-cita,66.99,debit,Restaurants,Credit Card
04-29-2020,Ace Hardware,174.23,debit,Grocery shopping,Credit Card
04-29-2020,Stop and Shop,223.73,debit,Grocery shopping,Credit Card
04-30-2020,Market Basket,217.94,debit,Grocery shopping,Credit Card
04-30-2020,Boston Halal,30.82,debit,Restaurants,Credit Card
04-30-2020,StandUp show,65.43,debit,Entertainment,Credit Card
05-01-2020,Trader Joes,227.15,debit,Grocery shopping,Credit Card
05-01-2020,Uber,15.99,debit,Travel expenses,Credit Card
05-01-2020,Lyft,17.13,debit,Travel expenses,Credit Card
05-01-2020,Boston Shawarma,61.59,debit,Restaurants,Credit Card
05-01-2020,StandUp show,58.42,debit,Entertainment,Credit Card
05-01-2020,Mama-cita,34.16,debit,Restaurants,Credit Card
05-01-2020,Boston Halal,34.51,debit,Restaurants,Credit Card
05-01-2020,MBTA,14.69,debit,Travel expenses,Credit Card
05-01-2020,National Grid Gas,79.58,debit,Utilities,Checking
05-01-2020,Eversource Electricity,61.21,debit,Utilities,Checking
05-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
05-02-2020,Ice skating,38.03,debit,Entertainment,Credit Card
05-02-2020,Uber,24.35,debit,Travel expenses,Credit Card
05-03-2020,StandUp show,68.31,debit,Entertainment,Credit Card
05-03-2020,Karaoke,41.12,debit,Entertainment,Credit Card
05-03-2020,Dominos,65.15,debit,Restaurants,Credit Card
05-04-2020,Boston Shawarma,30.7,debit,Restaurants,Credit Card
05-05-2020,Stop and Shop,171.3,debit,Grocery shopping,Credit Card
05-05-2020,Uber,17.48,debit,Travel expenses,Credit Card
05-05-2020,Temu,77.74,debit,Shopping,Credit Card
05-06-2020,Amazon,34.89,debit,Shopping,Credit Card
05-06-2020,Uber,18.06,debit,Travel expenses,Credit Card
05-07-2020,Temu,51.62,debit,Shopping,Credit Card
05-08-2020,Karaoke,28.33,debit,Entertainment,Credit Card
05-08-2020,Boston Halal,78.02,debit,Restaurants,Credit Card
05-08-2020,Mama-cita,58.1,debit,Restaurants,Credit Card
05-09-2020,Ice skating,44.46,debit,Entertainment,Credit Card
05-09-2020,Mama-cita,38.15,debit,Restaurants,Credit Card
05-09-2020,Market Basket,238.52,debit,Grocery shopping,Credit Card
05-10-2020,Uber,12.52,debit,Travel expenses,Credit Card
05-10-2020,Temu,59.67,debit,Shopping,Credit Card
05-10-2020,Mall,68.3,debit,Shopping,Credit Card
05-10-2020,MBTA,20.09,debit,Travel expenses,Credit Card
05-10-2020,Lyft,26.24,debit,Travel expenses,Credit Card
05-10-2020,Stop and Shop,152.25,debit,Grocery shopping,Credit Card
05-11-2020,Temu,37.04,debit,Shopping,Credit Card
05-12-2020,Credit Transaction,15.17,credit,Cashback Rewards,Savings
05-12-2020,Amazon,44.32,debit,Shopping,Credit Card
05-12-2020,Boston Shawarma,60.62,debit,Restaurants,Credit Card
05-13-2020,Monthly direct deposit - Salary,10000.0,credit,Salary,Savings
05-14-2020,Boston Halal,77.11,debit,Restaurants,Credit Card
05-15-2020,Stop and Shop,244.29,debit,Grocery shopping,Credit Card
05-16-2020,Stop and Shop,192.93,debit,Grocery shopping,Credit Card
05-16-2020,Karaoke,24.83,debit,Entertainment,Credit Card
05-16-2020,StandUp show,27.82,debit,Entertainment,Credit Card
05-16-2020,Boston Halal,49.88,debit,Restaurants,Credit Card
05-17-2020,Uber,19.67,debit,Travel expenses,Credit Card
05-17-2020,Temu,52.4,debit,Shopping,Credit Card
05-17-2020,Boston Shawarma,28.68,debit,Restaurants,Credit Card
05-17-2020,Credit Transaction,19.28,credit,Cashback Rewards,Savings
05-18-2020,Credit Transaction,4.9,credit,Cashback Rewards,Savings
05-19-2020,Trader Joes,235.19,debit,Grocery shopping,Credit Card
05-21-2020,Mama-cita,42.17,debit,Restaurants,Credit Card
05-23-2020,Trader Joes,161.32,debit,Grocery shopping,Credit Card
05-23-2020,Mama-cita,55.77,debit,Restaurants,Credit Card
05-23-2020,Ace Hardware,215.71,debit,Grocery shopping,Credit Card
05-23-2020,Market Basket,173.07,debit,Grocery shopping,Credit Card
05-24-2020,Lyft,19.65,debit,Travel expenses,Credit Card
05-24-2020,AMC Boston,30.75,debit,Entertainment,Credit Card
05-24-2020,Mama-cita,73.92,debit,Restaurants,Credit Card
05-25-2020,Uber,27.3,debit,Travel expenses,Credit Card
05-25-2020,AMC Boston,26.03,debit,Entertainment,Credit Card
05-25-2020,Ice skating,54.7,debit,Entertainment,Credit Card
05-25-2020,MBTA,20.75,debit,Travel expenses,Credit Card
05-25-2020,Karaoke,46.59,debit,Entertainment,Credit Card
05-26-2020,Temu,59.43,debit,Shopping,Credit Card
05-26-2020,StandUp show,65.24,debit,Entertainment,Credit Card
05-27-2020,Boston Halal,37.01,debit,Restaurants,Credit Card
05-28-2020,StandUp show,68.09,debit,Entertainment,Credit Card
05-28-2020,Boston Shawarma,71.06,debit,Restaurants,Credit Card
05-28-2020,Lyft,18.59,debit,Travel expenses,Credit Card
05-29-2020,Mall,60.62,debit,Shopping,Credit Card
05-30-2020,MBTA,12.86,debit,Travel expenses,Credit Card
05-30-2020,AMC Boston,65.5,debit,Entertainment,Credit Card
05-30-2020,Mama-cita,37.09,debit,Restaurants,Credit Card
05-30-2020,Lyft,11.58,debit,Travel expenses,Credit Card
05-31-2020,Uber,22.06,debit,Travel expenses,Credit Card
05-31-2020,Mama-cita,63.39,debit,Restaurants,Credit Card
05-31-2020,Dominos,36.37,debit,Restaurants,Credit Card
06-01-2020,Market Basket,219.26,debit,Grocery shopping,Credit Card
06-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
06-01-2020,Eversource Electricity,78.48,debit,Utilities,Checking
06-01-2020,National Grid Gas,55.82,debit,Utilities,Checking
06-01-2020,Mall,63.66,debit,Shopping,Credit Card
06-01-2020,Karaoke,43.05,debit,Entertainment,Credit Card
06-02-2020,Karaoke,45.45,debit,Entertainment,Credit Card
06-02-2020,Dominos,58.59,debit,Restaurants,Credit Card
06-02-2020,Trader Joes,170.48,debit,Grocery shopping,Credit Card
06-03-2020,Mama-cita,27.38,debit,Restaurants,Credit Card
06-03-2020,Dominos,74.75,debit,Restaurants,Credit Card
06-04-2020,Mall,75.99,debit,Shopping,Credit Card
06-05-2020,Stop and Shop,194.18,debit,Grocery shopping,Credit Card
06-06-2020,Boston Shawarma,26.45,debit,Restaurants,Credit Card
