Date,Description,Amount,Transaction Type,Category,Account Name
01-13-2020,Amazon,54.84,debit,Shopping,Credit Card
01-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
01-13-2020,Trader Joes,211.5,debit,Grocery shopping,Credit Card
01-13-2020,Boston Halal,74.42,debit,Restaurants,Credit Card
01-14-2020,Ace Hardware,160.45,debit,Grocery shopping,Credit Card
01-14-2020,Stop and Shop,228.12,debit,Grocery shopping,Credit Card
01-15-2020,Market Basket,211.95,debit,Grocery shopping,Credit Card
01-15-2020,Amazon,35.0,debit,Shopping,Credit Card
01-16-2020,Trader Joes,228.76,debit,Grocery shopping,Credit Card
01-16-2020,Ace Hardware,235.41,debit,Grocery shopping,Credit Card
01-17-2020,Stop and Shop,168.17,debit,Grocery shopping,Credit Card
01-17-2020,Ace Hardware,213.56,debit,Grocery shopping,Credit Card
01-17-2020,Uber,22.59,debit,Travel expenses,Credit Card
01-18-2020,Boston Shawarma,72.86,debit,Restaurants,Credit Card
01-19-2020,Ace Hardware,244.28,debit,Grocery shopping,Credit Card
01-20-2020,Credit Transaction,11.2,credit,Cashback Rewards,Savings
01-20-2020,StandUp show,40.25,debit,Entertainment,Credit Card
01-21-2020,MBTA,25.91,debit,Travel expenses,Credit Card
01-21-2020,Boston Shawarma,34.36,debit,Restaurants,Credit Card
01-21-2020,Stop and Shop,197.98,debit,Grocery shopping,Credit Card
01-21-2020,Ace Hardware,235.2,debit,Grocery shopping,Credit Card
01-22-2020,Trader Joes,237.0,debit,Grocery shopping,Credit Card
01-22-2020,Stop and Shop,208.0,debit,Grocery shopping,Credit Card
01-23-2020,Uber,26.45,debit,Travel expenses,Credit Card
01-23-2020,Trader Joes,182.91,debit,Grocery shopping,Credit Card
01-23-2020,Ace Hardware,175.76,debit,Grocery shopping,Credit Card
01-24-2020,Trader Joes,170.1,debit,Grocery shopping,Credit Card
01-24-2020,MBTA,24.51,debit,Travel expenses,Credit Card
01-24-2020,Boston Halal,31.96,debit,Restaurants,Credit Card
01-25-2020,Market Basket,218.38,debit,Grocery shopping,Credit Card
01-25-2020,Ace Hardware,191.86,debit,Grocery shopping,Credit Card
01-25-2020,Stop and Shop,170.46,debit,Grocery shopping,Credit Card
01-25-2020,Ice skating,52.13,debit,Entertainment,Credit Card
01-25-2020,Trader Joes,193.36,debit,Grocery shopping,Credit Card
01-26-2020,Ace Hardware,165.01,debit,Grocery shopping,Credit Card
01-27-2020,Ace Hardware,244.9,debit,Grocery shopping,Credit Card
01-28-2020,Stop and Shop,249.82,debit,Grocery shopping,Credit Card
01-28-2020,Ace Hardware,206.77,debit,Grocery shopping,Credit Card
01-29-2020,Stop and Shop,182.45,debit,Grocery shopping,Credit Card
01-29-2020,Ace Hardware,227.07,debit,Grocery shopping,Credit Card
01-29-2020,Uber,24.78,debit,Travel expenses,Credit Card
01-29-2020,Trader Joes,166.78,debit,Grocery shopping,Credit Card
01-29-2020,Market Basket,238.81,debit,Grocery shopping,Credit Card
01-30-2020,Market Basket,187.44,debit,Grocery shopping,Credit Card
01-30-2020,Credit Transaction,12.74,credit,Cashback Rewards,Savings
01-30-2020,Stop and Shop,235.13,debit,Grocery shopping,Credit Card
01-30-2020,Temu,27.18,debit,Shopping,Credit Card
02-01-2020,Trader Joes,209.2,debit,Grocery shopping,Credit Card
02-01-2020,StandUp show,43.46,debit,Entertainment,Credit Card
02-01-2020,Heating fuel,267.18,debit,Utilities,Checking
02-01-2020,Mama-cita,36.35,debit,Restaurants,Credit Card
02-01-2020,Eversource Electricity,53.41,debit,Utilities,Checking
02-01-2020,Rent,2400.0,debit,Mortgage & Rent,Checking
02-01-2020,National Grid Gas,76.78,debit,Utilities,Checking
02-02-2020,Lyft,28.67,debit,Travel expenses,Credit Card
02-02-2020,Boston Halal,50.85,debit,Restaurants,Credit Card
02-03-2020,Boston Halal,75.68,debit,Restaurants,Credit Card
02-03-2020,Market Basket,226.73,debit,Grocery shopping,Credit Card
02-03-2020,Lyft,20.59,debit,Travel expenses,Credit Card
02-04-2020,Market Basket,247.92,debit,Grocery shopping,Credit Card
02-04-2020,Amazon,62.34,debit,Shopping,Credit Card
02-04-2020,Trader Joes,165.15,debit,Grocery shopping,Credit Card
02-05-2020,AMC Boston,30.55,debit,Entertainment,Credit Card
02-05-2020,Trader Joes,217.55,debit,Grocery shopping,Credit Card
02-05-2020,Ace Hardware,204.38,debit,Grocery shopping,Credit Card
02-05-2020,Stop and Shop,207.19,debit,Grocery shopping,Credit Card
02-06-2020,AMC Boston,47.78,debit,Entertainment,Credit Card
02-06-2020,MBTA,16.14,debit,Travel expenses,Credit Card
02-06-2020,Stop and Shop,156.02,debit,Grocery shopping,Credit Card
02-06-2020,Ace Hardware,219.31,debit,Grocery shopping,Credit Card
02-06-2020,Trader Joes,166.53,debit,Grocery shopping,Credit Card
02-06-2020,Amazon,41.02,debit,Shopping,Credit Card
02-07-2020,Market Basket,166.35,debit,Grocery shopping,Credit Card
02-07-2020,Trader Joes,159.74,debit,Grocery shopping,Credit Card
02-08-2020,Stop and Shop,170.91,debit,Grocery shopping,Credit Card
02-08-2020,Ace Hardware,181.26,debit,Grocery shopping,Credit Card
02-08-2020,Market Basket,164.87,debit,Grocery shopping,Credit Card
02-08-2020,Trader Joes,197.57,debit,Grocery shopping,Credit Card
02-08-2020,Amazon,31.32,debit,Shopping,Credit Card
02-09-2020,Market Basket,224.35,debit,Grocery shopping,Credit Card
02-09-2020,Ice skating,53.06,debit,Entertainment,Credit Card
02-09-2020,Trader Joes,219.9,debit,Grocery shopping,Credit Card
02-09-2020,Mall,65.15,debit,Shopping,Credit Card
02-09-2020,Stop and Shop,163.0,debit,Grocery shopping,Credit Card
02-10-2020,Boston Halal,79.93,debit,Restaurants,Credit Card
02-10-2020,Market Basket,181.64,debit,Grocery shopping,Credit Card
02-10-2020,Mama-cita,51.77,debit,Restaurants,Credit Card
02-10-2020,Ace Hardware,209.76,debit,Grocery shopping,Credit Card
02-10-2020,Stop and Shop,168.65,debit,Grocery shopping,Credit Card
02-10-2020,Trader Joes,245.89,debit,Grocery shopping,Credit Card
02-11-2020,Boston Halal,64.29,debit,Restaurants,Credit Card
02-11-2020,MBTA,11.18,debit,Travel expenses,Credit Card
02-11-2020,Mama-cita,72.35,debit,Restaurants,Credit Card
02-11-2020,Amazon,26.49,debit,Shopping,Credit Card
02-11-2020,Dominos,74.3,debit,Restaurants,Credit Card
02-12-2020,Mall,23.59,debit,Shopping,Credit Card
02-12-2020,Trader Joes,230.73,debit,Grocery shopping,Credit Card
02-12-2020,Credit Transaction,17.64,credit,Cashback Rewards,Savings
02-12-2020,Stop and Shop,179.1,debit,Grocery shopping,Credit Card
02-12-2020,Boston Shawarma,61.59,debit,Restaurants,Credit Card
02-13-2020,Ace Hardware,207.63,debit,Grocery shopping,Credit Card
02-13-2020,Market Basket,248.36,debit,Grocery shopping,Credit Card
02-13-2020,Trader Joes,170.47,debit,Grocery shopping,Credit Card
02-13-2020,Stop and Shop,167.84,debit,Grocery shopping,Credit Card
02-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
02-14-2020,Market Basket,221.32,debit,Grocery shopping,Credit Card
02-14-2020,Trader Joes,177.5,debit,Grocery shopping,Credit Card
02-14-2020,Dominos,67.66,debit,Restaurants,Credit Card
02-14-2020,AMC Boston,61.68,debit,Entertainment,Credit Card
02-14-2020,Ace Hardware,188.8,debit,Grocery shopping,Credit Card
02-14-2020,Uber,25.35,debit,Travel expenses,Credit Card
02-14-2020,Temu,59.34,debit,Shopping,Credit Card
02-14-2020,Karaoke,57.26,debit,Entertainment,Credit Card
02-14-2020,Boston Halal,68.55,debit,Restaurants,Credit Card
02-15-2020,Trader Joes,180.07,debit,Grocery shopping,Credit Card
02-15-2020,Ace Hardware,223.0,debit,Grocery shopping,Credit Card
02-15-2020,Dominos,63.13,debit,Restaurants,Credit Card
02-15-2020,Mama-cita,78.85,debit,Restaurants,Credit Card
02-15-2020,Market Basket,223.25,debit,Grocery shopping,Credit Card
02-15-2020,Boston Halal,41.46,debit,Restaurants,Credit Card
02-16-2020,StandUp show,58.57,debit,Entertainment,Credit Card
02-16-2020,Boston Halal,79.23,debit,Restaurants,Credit Card
02-16-2020,MBTA,10.7,debit,Travel expenses,Credit Card
02-16-2020,Stop and Shop,202.58,debit,Grocery shopping,Credit Card
02-16-2020,Trader Joes,210.43,debit,Grocery shopping,Credit Card
02-17-2020,Stop and Shop,154.5,debit,Grocery shopping,Credit Card
02-18-2020,Ace Hardware,201.88,debit,Grocery shopping,Credit Card
02-19-2020,MBTA,11.54,debit,Travel expenses,Credit Card
02-19-2020,Trader Joes,231.62,debit,Grocery shopping,Credit Card
02-19-2020,Ace Hardware,246.1,debit,Grocery shopping,Credit Card
02-19-2020,Stop and Shop,163.49,debit,Grocery shopping,Credit Card
02-19-2020,Temu,29.94,debit,Shopping,Credit Card
02-21-2020,Trader Joes,172.36,debit,Grocery shopping,Credit Card
02-21-2020,Mama-cita,35.5,debit,Restaurants,Credit Card
02-21-2020,Amazon,38.29,debit,Shopping,Credit Card
02-22-2020,Market Basket,167.04,debit,Grocery shopping,Credit Card
02-22-2020,Ace Hardware,200.39,debit,Grocery shopping,Credit Card
02-22-2020,Trader Joes,180.52,debit,Grocery shopping,Credit Card
02-22-2020,Credit Transaction,15.8,credit,Cashback Rewards,Savings
02-22-2020,Boston Shawarma,33.74,debit,Restaurants,Credit Card
02-23-2020,Boston Halal,25.87,debit,Restaurants,Credit Card
02-23-2020,Lyft,20.02,debit,Travel expenses,Credit Card
02-23-2020,Mama-cita,35.72,debit,Restaurants,Credit Card
02-23-2020,Trader Joes,171.6,debit,Grocery shopping,Credit Card
02-24-2020,Temu,76.23,debit,Shopping,Credit Card
02-24-2020,Boston Halal,60.82,debit,Restaurants,Credit Card
02-24-2020,Stop and Shop,197.81,debit,Grocery shopping,Credit Card
02-24-2020,Ace Hardware,170.43,debit,Grocery shopping,Credit Card
02-24-2020,Market Basket,197.17,debit,Grocery shopping,Credit Card
02-24-2020,Trader Joes,169.9,debit,Grocery shopping,Credit Card
02-24-2020,Credit Transaction,16.91,credit,Cashback Rewards,Savings
02-25-2020,Temu,74.21,debit,Shopping,Credit Card
02-25-2020,Market Basket,240.92,debit,Grocery shopping,Credit Card
02-25-2020,AMC Boston,30.11,debit,Entertainment,Credit Card
02-26-2020,StandUp show,42.94,debit,Entertainment,Credit Card
02-26-2020,Dominos,69.89,debit,Restaurants,Credit Card
02-26-2020,Mall,79.84,debit,Shopping,Credit Card
02-26-2020,MBTA,20.43,debit,Travel expenses,Credit Card
02-27-2020,MBTA,16.14,debit,Travel expenses,Credit Card
02-27-2020,Ace Hardware,180.03,debit,Grocery shopping,Credit Card
02-28-2020,Ace Hardware,220.91,debit,Grocery shopping,Credit Card
02-28-2020,Credit Transaction,17.51,credit,Cashback Rewards,Savings
02-28-2020,StandUp show,52.08,debit,Entertainment,Credit Card
02-28-2020,Temu,20.77,debit,Shopping,Credit Card
02-28-2020,Ice skating,55.18,debit,Entertainment,Credit Card
02-29-2020,Ace Hardware,185.04,debit,Grocery shopping,Credit Card
02-29-2020,Stop and Shop,198.2,debit,Grocery shopping,Credit Card
02-29-2020,Market Basket,206.89,debit,Grocery shopping,Credit Card
02-29-2020,Boston Halal,35.32,debit,Restaurants,Credit Card
02-29-2020,Trader Joes,183.01,debit,Grocery shopping,Credit Card
03-01-2020,Boston Halal,41.27,debit,Restaurants,Credit Card
03-01-2020,Rent,2400.0,debit,Mortgage & Rent,Checking
03-01-2020,Eversource Electricity,76.04,debit,Utilities,Checking
03-01-2020,National Grid Gas,57.0,debit,Utilities,Checking
03-01-2020,Heating fuel,345.66,debit,Utilities,Checking
03-01-2020,Trader Joes,183.9,debit,Grocery shopping,Credit Card
03-02-2020,Stop and Shop,190.9,debit,Grocery shopping,Credit Card
03-03-2020,Temu,63.67,debit,Shopping,Credit Card
03-03-2020,MBTA,19.16,debit,Travel expenses,Credit Card
03-03-2020,Uber,29.21,debit,Travel expenses,Credit Card
03-04-2020,Trader Joes,157.01,debit,Grocery shopping,Credit Card
03-04-2020,Ace Hardware,240.54,debit,Grocery shopping,Credit Card
03-04-2020,Stop and Shop,189.5,debit,Grocery shopping,Credit Card
03-04-2020,Market Basket,181.03,debit,Grocery shopping,Credit Card
03-05-2020,Stop and Shop,178.98,debit,Grocery shopping,Credit Card
03-05-2020,Boston Halal,66.77,debit,Restaurants,Credit Card
03-05-2020,StandUp show,56.08,debit,Entertainment,Credit Card
03-05-2020,Uber,13.24,debit,Travel expenses,Credit Card
03-07-2020,Stop and Shop,229.13,debit,Grocery shopping,Credit Card
03-08-2020,Market Basket,212.45,debit,Grocery shopping,Credit Card
03-08-2020,Trader Joes,221.14,debit,Grocery shopping,Credit Card
03-08-2020,Ace Hardware,170.67,debit,Grocery shopping,Credit Card
03-08-2020,Stop and Shop,219.02,debit,Grocery shopping,Credit Card
03-09-2020,AMC Boston,50.17,debit,Entertainment,Credit Card
03-09-2020,MBTA,12.18,debit,Travel expenses,Credit Card
03-09-2020,Boston Halal,69.13,debit,Restaurants,Credit Card
03-09-2020,Trader Joes,176.37,debit,Grocery shopping,Credit Card
03-10-2020,Ace Hardware,233.15,debit,Grocery shopping,Credit Card
03-11-2020,Stop and Shop,195.04,debit,Grocery shopping,Credit Card
03-12-2020,Ace Hardware,230.56,debit,Grocery shopping,Credit Card
03-12-2020,Market Basket,230.94,debit,Grocery shopping,Credit Card
03-12-2020,Boston Shawarma,44.55,debit,Restaurants,Credit Card
03-12-2020,Mall,43.84,debit,Shopping,Credit Card
03-13-2020,Stop and Shop,160.76,debit,Grocery shopping,Credit Card
03-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
03-13-2020,Ace Hardware,175.01,debit,Grocery shopping,Credit Card
03-13-2020,Lyft,20.9,debit,Travel expenses,Credit Card
03-13-2020,Dominos,37.84,debit,Restaurants,Credit Card
03-13-2020,Market Basket,209.7,debit,Grocery shopping,Credit Card
03-14-2020,Temu,55.86,debit,Shopping,Credit Card
03-15-2020,MBTA,22.53,debit,Travel expenses,Credit Card
03-15-2020,Boston Halal,53.4,debit,Restaurants,Credit Card
03-15-2020,Boston Shawarma,51.17,debit,Restaurants,Credit Card
03-16-2020,Mama-cita,69.62,debit,Restaurants,Credit Card
03-16-2020,Uber,14.38,debit,Travel expenses,Credit Card
03-16-2020,Amazon,52.11,debit,Shopping,Credit Card
03-17-2020,Dominos,47.11,debit,Restaurants,Credit Card
03-17-2020,Ace Hardware,248.43,debit,Grocery shopping,Credit Card
03-17-2020,Boston Shawarma,67.27,debit,Restaurants,Credit Card
03-17-2020,Boston Halal,75.36,debit,Restaurants,Credit Card
03-18-2020,Market Basket,191.91,debit,Grocery shopping,Credit Card
03-18-2020,Trader Joes,152.17,debit,Grocery shopping,Credit Card
03-18-2020,Stop and Shop,245.22,debit,Grocery shopping,Credit Card
03-18-2020,AMC Boston,50.9,debit,Entertainment,Credit Card
03-19-2020,Credit Transaction,19.99,credit,Cashback Rewards,Savings
03-20-2020,Ace Hardware,208.63,debit,Grocery shopping,Credit Card
03-20-2020,Market Basket,239.4,debit,Grocery shopping,Credit Card
03-21-2020,AMC Boston,67.6,debit,Entertainment,Credit Card
03-21-2020,Uber,11.25,debit,Travel expenses,Credit Card
03-21-2020,MBTA,22.73,debit,Travel expenses,Credit Card
03-22-2020,Mama-cita,76.39,debit,Restaurants,Credit Card
03-22-2020,Stop and Shop,244.02,debit,Grocery shopping,Credit Card
03-22-2020,Lyft,15.67,debit,Travel expenses,Credit Card
03-23-2020,Credit Transaction,119.45,credit,Dividends,Savings
03-24-2020,Ace Hardware,220.81,debit,Grocery shopping,Credit Card
03-24-2020,Amazon,75.39,debit,Shopping,Credit Card
03-24-2020,Uber,14.96,debit,Travel expenses,Credit Card
03-24-2020,Trader Joes,239.13,debit,Grocery shopping,Credit Card
03-25-2020,MBTA,10.32,debit,Travel expenses,Credit Card
03-25-2020,Dominos,42.56,debit,Restaurants,Credit Card
03-26-2020,Stop and Shop,242.82,debit,Grocery shopping,Credit Card
03-26-2020,Lyft,13.86,debit,Travel expenses,Credit Card
03-27-2020,Amazon,44.0,debit,Shopping,Credit Card
03-27-2020,Boston Halal,70.11,debit,Restaurants,Credit Card
03-27-2020,Mall,58.73,debit,Shopping,Credit Card
03-27-2020,Trader Joes,219.92,debit,Grocery shopping,Credit Card
03-27-2020,Temu,37.09,debit,Shopping,Credit Card
03-27-2020,Ace Hardware,185.62,debit,Grocery shopping,Credit Card
03-28-2020,Temu,71.67,debit,Shopping,Credit Card
03-28-2020,MBTA,22.59,debit,Travel expenses,Credit Card
03-28-2020,Stop and Shop,246.74,debit,Grocery shopping,Credit Card
03-29-2020,Stop and Shop,219.52,debit,Grocery shopping,Credit Card
03-29-2020,Ace Hardware,240.2,debit,Grocery shopping,Credit Card
03-29-2020,Trader Joes,183.15,debit,Grocery shopping,Credit Card
03-29-2020,MBTA,20.24,debit,Travel expenses,Credit Card
03-30-2020,Market Basket,201.16,debit,Grocery shopping,Credit Card
03-30-2020,StandUp show,56.87,debit,Entertainment,Credit Card
03-31-2020,Lyft,13.05,debit,Travel expenses,Credit Card
03-31-2020,Amazon,40.99,debit,Shopping,Credit Card
04-01-2020,Rent,2400.0,debit,Mortgage & Rent,Checking
04-01-2020,Eversource Electricity,77.86,debit,Utilities,Checking
04-01-2020,National Grid Gas,78.32,debit,Utilities,Checking
04-01-2020,Heating fuel,323.76,debit,Utilities,Checking
04-01-2020,Boston Halal,56.94,debit,Restaurants,Credit Card
04-02-2020,Market Basket,183.94,debit,Grocery shopping,Credit Card
04-02-2020,Karaoke,25.51,debit,Entertainment,Credit Card
04-02-2020,Boston Shawarma,56.29,debit,Restaurants,Credit Card
04-02-2020,Boston Halal,35.01,debit,Restaurants,Credit Card
04-03-2020,Trader Joes,199.33,debit,Grocery shopping,Credit Card
04-03-2020,Ace Hardware,158.72,debit,Grocery shopping,Credit Card
04-03-2020,Credit Transaction,17.31,credit,Cashback Rewards,Savings
04-03-2020,Stop and Shop,237.99,debit,Grocery shopping,Credit Card
04-03-2020,AMC Boston,26.21,debit,Entertainment,Credit Card
04-03-2020,Market Basket,157.22,debit,Grocery shopping,Credit Card
04-04-2020,Boston Shawarma,41.02,debit,Restaurants,Credit Card
04-04-2020,Boston Halal,65.42,debit,Restaurants,Credit Card
04-04-2020,Market Basket,215.07,debit,Grocery shopping,Credit Card
04-04-2020,Ace Hardware,248.27,debit,Grocery shopping,Credit Card
04-05-2020,Stop and Shop,228.27,debit,Grocery shopping,Credit Card
04-05-2020,Ace Hardware,201.7,debit,Grocery shopping,Credit Card
04-06-2020,Karaoke,48.98,debit,Entertainment,Credit Card
04-06-2020,Stop and Shop,179.88,debit,Grocery shopping,Credit Card
04-06-2020,Uber,25.96,debit,Travel expenses,Credit Card
04-06-2020,Credit Transaction,7.21,credit,Cashback Rewards,Savings
04-07-2020,Ace Hardware,211.14,debit,Grocery shopping,Credit Card
04-07-2020,Karaoke,47.86,debit,Entertainment,Credit Card
04-07-2020,Boston Halal,59.44,debit,Restaurants,Credit Card
04-08-2020,Mama-cita,38.94,debit,Restaurants,Credit Card
04-08-2020,Lyft,22.52,debit,Travel expenses,Credit Card
04-08-2020,Market Basket,244.3,debit,Grocery shopping,Credit Card
04-08-2020,AMC Boston,42.39,debit,Entertainment,Credit Card
04-09-2020,Lyft,16.95,debit,Travel expenses,Credit Card
04-09-2020,Stop and Shop,214.52,debit,Grocery shopping,Credit Card
04-09-2020,Credit Transaction,81.9,credit,Dividends,Savings
04-09-2020,Trader Joes,237.39,debit,Grocery shopping,Credit Card
04-09-2020,Uber,29.71,debit,Travel expenses,Credit Card
04-09-2020,Ice skating,35.71,debit,Entertainment,Credit Card
04-09-2020,MBTA,14.2,debit,Travel expenses,Credit Card
04-10-2020,Boston Halal,71.53,debit,Restaurants,Credit Card
04-10-2020,Mall,28.65,debit,Shopping,Credit Card
04-10-2020,Ice skating,54.96,debit,Entertainment,Credit Card
04-10-2020,Mama-cita,40.88,debit,Restaurants,Credit Card
04-11-2020,Boston Halal,42.77,debit,Restaurants,Credit Card
04-11-2020,MBTA,13.23,debit,Travel expenses,Credit Card
04-12-2020,Amazon,51.84,debit,Shopping,Credit Card
04-12-2020,Market Basket,241.55,debit,Grocery shopping,Credit Card
04-12-2020,Stop and Shop,246.66,debit,Grocery shopping,Credit Card
04-12-2020,Mama-cita,26.36,debit,Restaurants,Credit Card
04-12-2020,Mall,22.45,debit,Shopping,Credit Card
04-12-2020,Trader Joes,202.55,debit,Grocery shopping,Credit Card
04-13-2020,Ace Hardware,215.58,debit,Grocery shopping,Credit Card
04-13-2020,Mama-cita,69.98,debit,Restaurants,Credit Card
04-13-2020,Stop and Shop,183.81,debit,Grocery shopping,Credit Card
04-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
04-13-2020,Mall,26.8,debit,Shopping,Credit Card
04-14-2020,Ice skating,68.97,debit,Entertainment,Credit Card
04-14-2020,Ace Hardware,175.5,debit,Grocery shopping,Credit Card
04-14-2020,Boston Halal,75.26,debit,Restaurants,Credit Card
04-14-2020,Dominos,64.87,debit,Restaurants,Credit Card
04-15-2020,Ace Hardware,222.56,debit,Grocery shopping,Credit Card
04-15-2020,Stop and Shop,218.34,debit,Grocery shopping,Credit Card
04-16-2020,Ace Hardware,247.01,debit,Grocery shopping,Credit Card
04-16-2020,Trader Joes,188.98,debit,Grocery shopping,Credit Card
04-16-2020,Dominos,64.2,debit,Restaurants,Credit Card
04-16-2020,Credit Transaction,16.35,credit,Cashback Rewards,Savings
04-16-2020,Mama-cita,65.17,debit,Restaurants,Credit Card
04-17-2020,Ice skating,41.82,debit,Entertainment,Credit Card
04-17-2020,Trader Joes,212.23,debit,Grocery shopping,Credit Card
04-17-2020,Lyft,15.49,debit,Travel expenses,Credit Card
04-17-2020,MBTA,18.95,debit,Travel expenses,Credit Card
04-18-2020,Mall,47.15,debit,Shopping,Credit Card
04-19-2020,Stop and Shop,188.73,debit,Grocery shopping,Credit Card
04-19-2020,Lyft,11.6,debit,Travel expenses,Credit Card
04-19-2020,Mall,44.8,debit,Shopping,Credit Card
04-19-2020,Ace Hardware,184.33,debit,Grocery shopping,Credit Card
04-19-2020,Ice skating,25.11,debit,Entertainment,Credit Card
04-20-2020,Trader Joes,164.62,debit,Grocery shopping,Credit Card
04-20-2020,Market Basket,243.46,debit,Grocery shopping,Credit Card
04-21-2020,Stop and Shop,166.55,debit,Grocery shopping,Credit Card
04-21-2020,Temu,74.5,debit,Shopping,Credit Card
04-24-2020,Trader Joes,241.48,debit,Grocery shopping,Credit Card
04-24-2020,Mall,69.88,debit,Shopping,Credit Card
04-24-2020,Stop and Shop,150.37,debit,Grocery shopping,Credit Card
04-24-2020,Ace Hardware,180.49,debit,Grocery shopping,Credit Card
04-25-2020,StandUp show,30.97,debit,Entertainment,Credit Card
04-25-2020,Market Basket,214.86,debit,Grocery shopping,Credit Card
04-25-2020,Mama-cita,78.09,debit,Restaurants,Credit Card
04-25-2020,Trader Joes,208.33,debit,Grocery shopping,Credit Card
04-26-2020,Lyft,25.89,debit,Travel expenses,Credit Card
04-26-2020,Trader Joes,231.1,debit,Grocery shopping,Credit Card
04-26-2020,Mall,53.86,debit,Shopping,Credit Card
04-26-2020,Market Basket,192.52,debit,Grocery shopping,Credit Card
04-27-2020,Lyft,11.23,debit,Travel expenses,Credit Card
04-27-2020,MBTA,22.42,debit,Travel expenses,Credit Card
04-27-2020,Boston Halal,37.35,debit,Restaurants,Credit Card
04-28-2020,StandUp show,63.52,debit,Entertainment,Credit Card
04-29-2020,Stop and Shop,154.21,debit,Grocery shopping,Credit Card
04-29-2020,Mama-cita,54.43,debit,Restaurants,Credit Card
04-29-2020,MBTA,27.94,debit,Travel expenses,Credit Card
04-29-2020,Uber,25.53,debit,Travel expenses,Credit Card
04-30-2020,Stop and Shop,248.4,debit,Grocery shopping,Credit Card
04-30-2020,Karaoke,69.13,debit,Entertainment,Credit Card
04-30-2020,Trader Joes,174.8,debit,Grocery shopping,Credit Card
05-01-2020,Rent,2400.0,debit,Mortgage & Rent,Checking
05-01-2020,Eversource Electricity,78.85,debit,Utilities,Checking
05-01-2020,National Grid Gas,54.63,debit,Utilities,Checking
05-01-2020,Ice skating,30.12,debit,Entertainment,Credit Card
05-02-2020,Trader Joes,196.83,debit,Grocery shopping,Credit Card
05-02-2020,Mama-cita,68.27,debit,Restaurants,Credit Card
05-03-2020,Stop and Shop,243.32,debit,Grocery shopping,Credit Card
05-03-2020,Mama-cita,51.65,debit,Restaurants,Credit Card
05-04-2020,Boston Halal,77.35,debit,Restaurants,Credit Card
05-04-2020,StandUp show,27.45,debit,Entertainment,Credit Card
05-04-2020,Ace Hardware,165.35,debit,Grocery shopping,Credit Card
05-05-2020,Dominos,78.2,debit,Restaurants,Credit Card
05-05-2020,Boston Shawarma,75.39,debit,Restaurants,Credit Card
05-06-2020,Boston Shawarma,70.38,debit,Restaurants,Credit Card
05-07-2020,Mama-cita,32.85,debit,Restaurants,Credit Card
05-07-2020,Boston Halal,36.93,debit,Restaurants,Credit Card
05-07-2020,Amazon,43.3,debit,Shopping,Credit Card
05-07-2020,StandUp show,20.38,debit,Entertainment,Credit Card
05-08-2020,Market Basket,190.37,debit,Grocery shopping,Credit Card
05-08-2020,Mall,71.54,debit,Shopping,Credit Card
