Date,Description,Amount,Transaction Type,Category,Account Name
01-21-2020,Dominos,48.69,debit,Restaurants,Credit Card
01-21-2020,Amazon,72.73,debit,Shopping,Credit Card
01-22-2020,Mama-cita,69.26,debit,Restaurants,Credit Card
01-22-2020,Trader Joes,152.07,debit,Grocery shopping,Credit Card
01-22-2020,Dominos,75.56,debit,Restaurants,Credit Card
01-22-2020,Mall,76.66,debit,Shopping,Credit Card
01-23-2020,Temu,76.77,debit,Shopping,Credit Card
01-24-2020,Amazon,31.8,debit,Shopping,Credit Card
01-24-2020,Boston Shawarma,54.69,debit,Restaurants,Credit Card
01-25-2020,Credit Transaction,8.78,credit,Cashback Rewards,Savings
01-25-2020,Dominos,63.54,debit,Restaurants,Credit Card
01-26-2020,Market Basket,153.25,debit,Grocery shopping,Credit Card
01-26-2020,Ice skating,22.58,debit,Entertainment,Credit Card
01-26-2020,Stop and Shop,181.2,debit,Grocery shopping,Credit Card
01-27-2020,Boston Shawarma,33.66,debit,Restaurants,Credit Card
01-27-2020,Mama-cita,48.69,debit,Restaurants,Credit Card
01-27-2020,Trader Joes,158.46,debit,Grocery shopping,Credit Card
01-27-2020,Stop and Shop,159.7,debit,Grocery shopping,Credit Card
01-28-2020,Market Basket,179.25,debit,Grocery shopping,Credit Card
01-28-2020,Boston Shawarma,38.13,debit,Restaurants,Credit Card
01-28-2020,Amazon,73.1,debit,Shopping,Credit Card
01-28-2020,Mama-cita,54.74,debit,Restaurants,Credit Card
01-29-2020,AMC Boston,26.52,debit,Entertainment,Credit Card
01-29-2020,Market Basket,164.07,debit,Grocery shopping,Credit Card
01-29-2020,Mall,46.81,debit,Shopping,Credit Card
01-30-2020,Boston Halal,44.45,debit,Restaurants,Credit Card
01-30-2020,Boston Shawarma,51.52,debit,Restaurants,Credit Card
01-31-2020,Credit Transaction,307.77,credit,Dividends,Savings
01-31-2020,Boston Shawarma,69.87,debit,Restaurants,Credit Card
02-01-2020,Credit Transaction,4.37,credit,Cashback Rewards,Savings
02-01-2020,Market Basket,159.78,debit,Grocery shopping,Credit Card
02-01-2020,Karaoke,53.52,debit,Entertainment,Credit Card
02-01-2020,Ace Hardware,188.82,debit,Grocery shopping,Credit Card
02-01-2020,Boston Shawarma,58.03,debit,Restaurants,Credit Card
02-01-2020,Mama-cita,63.96,debit,Restaurants,Credit Card
02-01-2020,Heating fuel,110.98,debit,Utilities,Checking
02-01-2020,National Grid Gas,79.64,debit,Utilities,Checking
02-01-2020,Eversource Electricity,78.33,debit,Utilities,Checking
02-01-2020,Rent,1500.0,debit,Mortgage & Rent,Checking
02-01-2020,Dominos,32.09,debit,Restaurants,Credit Card
02-02-2020,Ace Hardware,193.75,debit,Grocery shopping,Credit Card
02-02-2020,Stop and Shop,154.64,debit,Grocery shopping,Credit Card
02-02-2020,Mama-cita,46.96,debit,Restaurants,Credit Card
02-02-2020,Boston Shawarma,31.74,debit,Restaurants,Credit Card
02-03-2020,Boston Shawarma,25.09,debit,Restaurants,Credit Card
02-03-2020,Dominos,43.12,debit,Restaurants,Credit Card
02-03-2020,Mama-cita,60.09,debit,Restaurants,Credit Card
02-04-2020,Market Basket,184.6,debit,Grocery shopping,Credit Card
02-04-2020,Trader Joes,180.41,debit,Grocery shopping,Credit Card
02-04-2020,Boston Halal,68.09,debit,Restaurants,Credit Card
02-04-2020,Ace Hardware,186.5,debit,Grocery shopping,Credit Card
02-05-2020,Boston Shawarma,35.08,debit,Restaurants,Credit Card
02-05-2020,Market Basket,178.13,debit,Grocery shopping,Credit Card
02-05-2020,Credit Transaction,8.34,credit,Cashback Rewards,Savings
02-05-2020,MBTA,28.41,debit,Travel expenses,Credit Card
02-06-2020,Amazon,49.0,debit,Shopping,Credit Card
02-06-2020,Stop and Shop,191.42,debit,Grocery shopping,Credit Card
02-06-2020,Boston Shawarma,64.49,debit,Restaurants,Credit Card
02-06-2020,Market Basket,186.05,debit,Grocery shopping,Credit Card
02-06-2020,MBTA,23.78,debit,Travel expenses,Credit Card
02-06-2020,Dominos,54.56,debit,Restaurants,Credit Card
02-06-2020,Boston Halal,66.43,debit,Restaurants,Credit Card
02-06-2020,Trader Joes,178.82,debit,Grocery shopping,Credit Card
02-07-2020,Mall,56.8,debit,Shopping,Credit Card
02-07-2020,Stop and Shop,182.99,debit,Grocery shopping,Credit Card
02-08-2020,Boston Halal,61.41,debit,Restaurants,Credit Card
02-08-2020,Trader Joes,159.94,debit,Grocery shopping,Credit Card
02-08-2020,Dominos,59.14,debit,Restaurants,Credit Card
02-08-2020,Mama-cita,69.36,debit,Restaurants,Credit Card
02-08-2020,Stop and Shop,160.54,debit,Grocery shopping,Credit Card
02-09-2020,Dominos,32.02,debit,Restaurants,Credit Card
02-09-2020,Boston Halal,35.31,debit,Restaurants,Credit Card
02-09-2020,Ace Hardware,190.66,debit,Grocery shopping,Credit Card
02-09-2020,Mama-cita,73.46,debit,Restaurants,Credit Card
02-09-2020,Temu,38.38,debit,Shopping,Credit Card
02-09-2020,Market Basket,190.78,debit,Grocery shopping,Credit Card
02-09-2020,AMC Boston,52.55,debit,Entertainment,Credit Card
02-09-2020,Boston Shawarma,49.05,debit,Restaurants,Credit Card
02-10-2020,Ace Hardware,158.68,debit,Grocery shopping,Credit Card
02-11-2020,Dominos,31.38,debit,Restaurants,Credit Card
02-11-2020,Stop and Shop,188.86,debit,Grocery shopping,Credit Card
02-11-2020,Trader Joes,185.83,debit,Grocery shopping,Credit Card
02-12-2020,Dominos,61.63,debit,Restaurants,Credit Card
02-12-2020,Boston Halal,76.56,debit,Restaurants,Credit Card
02-13-2020,Trader Joes,196.36,debit,Grocery shopping,Credit Card
02-13-2020,Mama-cita,78.9,debit,Restaurants,Credit Card
02-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
02-13-2020,Dominos,49.45,debit,Restaurants,Credit Card
02-13-2020,Market Basket,163.18,debit,Grocery shopping,Credit Card
02-14-2020,Boston Halal,65.94,debit,Restaurants,Credit Card
02-14-2020,Trader Joes,175.7,debit,Grocery shopping,Credit Card
02-14-2020,Mama-cita,67.81,debit,Restaurants,Credit Card
02-14-2020,Market Basket,165.03,debit,Grocery shopping,Credit Card
02-14-2020,Ace Hardware,197.44,debit,Grocery shopping,Credit Card
02-14-2020,Stop and Shop,195.31,debit,Grocery shopping,Credit Card
02-14-2020,Lyft,23.89,debit,Travel expenses,Credit Card
02-14-2020,Dominos,38.85,debit,Restaurants,Credit Card
02-16-2020,Trader Joes,172.76,debit,Grocery shopping,Credit Card
02-16-2020,Stop and Shop,193.95,debit,Grocery shopping,Credit Card
02-16-2020,Boston Shawarma,73.07,debit,Restaurants,Credit Card
02-16-2020,Mama-cita,30.85,debit,Restaurants,Credit Card
02-16-2020,Dominos,27.26,debit,Restaurants,Credit Card
02-17-2020,Boston Shawarma,75.35,debit,Restaurants,Credit Card
02-17-2020,Dominos,50.11,debit,Restaurants,Credit Card
02-17-2020,Ace Hardware,154.0,debit,Grocery shopping,Credit Card
02-17-2020,Boston Halal,57.39,debit,Restaurants,Credit Card
02-18-2020,Dominos,79.51,debit,Restaurants,Credit Card
02-18-2020,Mama-cita,68.69,debit,Restaurants,Credit Card
02-20-2020,Boston Halal,56.47,debit,Restaurants,Credit Card
02-20-2020,Stop and Shop,187.04,debit,Grocery shopping,Credit Card
02-21-2020,Trader Joes,165.98,debit,Grocery shopping,Credit Card
02-22-2020,Market Basket,156.15,debit,Grocery shopping,Credit Card
02-22-2020,Credit Transaction,6.49,credit,Cashback Rewards,Savings
02-22-2020,Stop and Shop,171.08,debit,Grocery shopping,Credit Card
02-22-2020,Temu,37.18,debit,Shopping,Credit Card
02-22-2020,Mall,32.4,debit,Shopping,Credit Card
02-22-2020,Mama-cita,43.76,debit,Restaurants,Credit Card
02-23-2020,Temu,62.61,debit,Shopping,Credit Card
02-23-2020,Mama-cita,55.53,debit,Restaurants,Credit Card
02-23-2020,Credit Transaction,8.07,credit,Cashback Rewards,Savings
02-23-2020,Market Basket,192.69,debit,Grocery shopping,Credit Card
02-23-2020,Stop and Shop,176.33,debit,Grocery shopping,Credit Card
02-23-2020,Dominos,47.43,debit,Restaurants,Credit Card
02-24-2020,Ice skating,29.08,debit,Entertainment,Credit Card
02-24-2020,Boston Shawarma,47.14,debit,Restaurants,Credit Card
02-24-2020,Market Basket,158.45,debit,Grocery shopping,Credit Card
02-25-2020,Credit Transaction,4.18,credit,Cashback Rewards,Savings
02-25-2020,Trader Joes,173.64,debit,Grocery shopping,Credit Card
02-25-2020,Amazon,41.59,debit,Shopping,Credit Card
02-26-2020,Market Basket,153.52,debit,Grocery shopping,Credit Card
02-26-2020,Mall,49.14,debit,Shopping,Credit Card
02-26-2020,Dominos,57.79,debit,Restaurants,Credit Card
02-26-2020,Boston Halal,31.97,debit,Restaurants,Credit Card
02-26-2020,Credit Transaction,8.45,credit,Cashback Rewards,Savings
02-27-2020,Dominos,40.54,debit,Restaurants,Credit Card
02-27-2020,Boston Shawarma,37.56,debit,Restaurants,Credit Card
02-28-2020,Stop and Shop,158.14,debit,Grocery shopping,Credit Card
02-28-2020,Mama-cita,45.3,debit,Restaurants,Credit Card
02-28-2020,Amazon,28.36,debit,Shopping,Credit Card
02-28-2020,Ace Hardware,158.35,debit,Grocery shopping,Credit Card
02-28-2020,StandUp show,46.85,debit,Entertainment,Credit Card
02-28-2020,Boston Halal,60.55,debit,Restaurants,Credit Card
02-29-2020,Mama-cita,66.6,debit,Restaurants,Credit Card
02-29-2020,Stop and Shop,172.07,debit,Grocery shopping,Credit Card
03-01-2020,Rent,1500.0,debit,Mortgage & Rent,Checking
03-01-2020,Eversource Electricity,77.37,debit,Utilities,Checking
03-01-2020,National Grid Gas,79.51,debit,Utilities,Checking
03-01-2020,Heating fuel,105.16,debit,Utilities,Checking
03-01-2020,Market Basket,168.17,debit,Grocery shopping,Credit Card
03-01-2020,Ace Hardware,157.76,debit,Grocery shopping,Credit Card
03-02-2020,Mama-cita,75.93,debit,Restaurants,Credit Card
03-02-2020,Dominos,62.35,debit,Restaurants,Credit Card
03-02-2020,Lyft,28.15,debit,Travel expenses,Credit Card
03-03-2020,Trader Joes,154.13,debit,Grocery shopping,Credit Card
03-03-2020,Mama-cita,27.88,debit,Restaurants,Credit Card
03-04-2020,Dominos,71.94,debit,Restaurants,Credit Card
03-04-2020,Boston Shawarma,74.42,debit,Restaurants,Credit Card
03-04-2020,Mall,32.85,debit,Shopping,Credit Card
03-05-2020,Boston Halal,27.85,debit,Restaurants,Credit Card
03-05-2020,Amazon,56.74,debit,Shopping,Credit Card
03-07-2020,Ace Hardware,178.73,debit,Grocery shopping,Credit Card
03-07-2020,Market Basket,186.87,debit,Grocery shopping,Credit Card
03-07-2020,Boston Shawarma,56.07,debit,Restaurants,Credit Card
03-07-2020,Mama-cita,65.45,debit,Restaurants,Credit Card
03-07-2020,Lyft,26.63,debit,Travel expenses,Credit Card
03-07-2020,Ice skating,36.88,debit,Entertainment,Credit Card
03-08-2020,Market Basket,150.09,debit,Grocery shopping,Credit Card
03-08-2020,Ace Hardware,154.54,debit,Grocery shopping,Credit Card
03-08-2020,Trader Joes,194.54,debit,Grocery shopping,Credit Card
03-08-2020,Stop and Shop,170.76,debit,Grocery shopping,Credit Card
03-09-2020,Market Basket,177.07,debit,Grocery shopping,Credit Card
03-10-2020,Amazon,51.7,debit,Shopping,Credit Card
03-10-2020,Market Basket,166.12,debit,Grocery shopping,Credit Card
03-10-2020,MBTA,29.22,debit,Travel expenses,Credit Card
03-11-2020,Mama-cita,51.25,debit,Restaurants,Credit Card
03-11-2020,Ace Hardware,188.3,debit,Grocery shopping,Credit Card
03-11-2020,Market Basket,180.88,debit,Grocery shopping,Credit Card
03-11-2020,Stop and Shop,159.67,debit,Grocery shopping,Credit Card
03-11-2020,Boston Shawarma,28.28,debit,Restaurants,Credit Card
03-12-2020,Boston Shawarma,28.86,debit,Restaurants,Credit Card
03-12-2020,Market Basket,158.8,debit,Grocery shopping,Credit Card
03-12-2020,Boston Halal,70.71,debit,Restaurants,Credit Card
03-12-2020,Ace Hardware,157.88,debit,Grocery shopping,Credit Card
03-13-2020,Temu,51.99,debit,Shopping,Credit Card
03-13-2020,Mama-cita,50.69,debit,Restaurants,Credit Card
03-13-2020,Dominos,28.42,debit,Restaurants,Credit Card
03-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
03-13-2020,Boston Shawarma,52.1,debit,Restaurants,Credit Card
03-13-2020,Boston Halal,77.68,debit,Restaurants,Credit Card
03-14-2020,Ace Hardware,182.51,debit,Grocery shopping,Credit Card
03-14-2020,Ice skating,31.95,debit,Entertainment,Credit Card
03-14-2020,StandUp show,43.33,debit,Entertainment,Credit Card
03-14-2020,Dominos,61.61,debit,Restaurants,Credit Card
03-14-2020,Boston Shawarma,53.49,debit,Restaurants,Credit Card
03-15-2020,Boston Shawarma,46.39,debit,Restaurants,Credit Card
03-16-2020,Mall,56.48,debit,Shopping,Credit Card
03-16-2020,Trader Joes,157.76,debit,Grocery shopping,Credit Card
03-16-2020,AMC Boston,32.29,debit,Entertainment,Credit Card
03-16-2020,Temu,35.21,debit,Shopping,Credit Card
03-16-2020,Credit Transaction,6.02,credit,Cashback Rewards,Savings
03-17-2020,Credit Transaction,9.37,credit,Cashback Rewards,Savings
03-18-2020,Dominos,64.43,debit,Restaurants,Credit Card
03-18-2020,Boston Shawarma,50.25,debit,Restaurants,Credit Card
03-18-2020,Trader Joes,175.48,debit,Grocery shopping,Credit Card
03-18-2020,Mama-cita,67.49,debit,Restaurants,Credit Card
03-19-2020,Credit Transaction,114.79,credit,Dividends,Savings
03-19-2020,Mama-cita,65.9,debit,Restaurants,Credit Card
03-19-2020,Ace Hardware,166.4,debit,Grocery shopping,Credit Card
03-19-2020,Stop and Shop,186.4,debit,Grocery shopping,Credit Card
03-20-2020,Boston Shawarma,31.61,debit,Restaurants,Credit Card
03-21-2020,Ace Hardware,178.15,debit,Grocery shopping,Credit Card
03-21-2020,Uber,27.87,debit,Travel expenses,Credit Card
03-21-2020,Trader Joes,162.33,debit,Grocery shopping,Credit Card
03-22-2020,Mall,72.29,debit,Shopping,Credit Card
03-22-2020,Ace Hardware,157.2,debit,Grocery shopping,Credit Card
03-23-2020,Trader Joes,169.95,debit,Grocery shopping,Credit Card
03-23-2020,Boston Halal,25.55,debit,Restaurants,Credit Card
03-23-2020,Credit Transaction,7.43,credit,Cashback Rewards,Savings
03-23-2020,Market Basket,154.41,debit,Grocery shopping,Credit Card
03-24-2020,Credit Transaction,5.45,credit,Cashback Rewards,Savings
03-24-2020,Temu,77.64,debit,Shopping,Credit Card
03-24-2020,Dominos,36.46,debit,Restaurants,Credit Card
03-24-2020,Boston Halal,39.9,debit,Restaurants,Credit Card
03-24-2020,Boston Shawarma,34.82,debit,Restaurants,Credit Card
03-26-2020,Trader Joes,177.61,debit,Grocery shopping,Credit Card
03-27-2020,Stop and Shop,157.15,debit,Grocery shopping,Credit Card
03-27-2020,Dominos,47.69,debit,Restaurants,Credit Card
03-28-2020,Stop and Shop,160.16,debit,Grocery shopping,Credit Card
03-28-2020,Boston Shawarma,49.69,debit,Restaurants,Credit Card
03-28-2020,Market Basket,157.71,debit,Grocery shopping,Credit Card
03-29-2020,Boston Halal,40.19,debit,Restaurants,Credit Card
03-30-2020,Boston Halal,45.32,debit,Restaurants,Credit Card
03-30-2020,Mama-cita,67.9,debit,Restaurants,Credit Card
03-30-2020,AMC Boston,32.04,debit,Entertainment,Credit Card
03-30-2020,Ace Hardware,162.39,debit,Grocery shopping,Credit Card
03-30-2020,Boston Shawarma,68.51,debit,Restaurants,Credit Card
03-30-2020,Market Basket,190.69,debit,Grocery shopping,Credit Card
03-31-2020,Stop and Shop,198.31,debit,Grocery shopping,Credit Card
03-31-2020,Market Basket,178.3,debit,Grocery shopping,Credit Card
03-31-2020,Dominos,59.53,debit,Restaurants,Credit Card
03-31-2020,Boston Shawarma,65.69,debit,Restaurants,Credit Card
03-31-2020,Ace Hardware,177.5,debit,Grocery shopping,Credit Card
04-01-2020,Boston Halal,40.12,debit,Restaurants,Credit Card
04-01-2020,Rent,1500.0,debit,Mortgage & Rent,Checking
04-01-2020,Eversource Electricity,75.66,debit,Utilities,Checking
04-01-2020,National Grid Gas,79.06,debit,Utilities,Checking
04-01-2020,Heating fuel,123.41,debit,Utilities,Checking
04-01-2020,Dominos,65.18,debit,Restaurants,Credit Card
04-01-2020,Trader Joes,150.84,debit,Grocery shopping,Credit Card
04-01-2020,Market Basket,196.38,debit,Grocery shopping,Credit Card
04-01-2020,Ace Hardware,166.51,debit,Grocery shopping,Credit Card
04-01-2020,Amazon,66.62,debit,Shopping,Credit Card
04-01-2020,MBTA,25.95,debit,Travel expenses,Credit Card
04-01-2020,Temu,25.63,debit,Shopping,Credit Card
04-02-2020,Stop and Shop,156.32,debit,Grocery shopping,Credit Card
04-02-2020,Trader Joes,154.44,debit,Grocery shopping,Credit Card
04-03-2020,Temu,38.83,debit,Shopping,Credit Card
04-03-2020,Credit Transaction,170.04,credit,Dividends,Savings
04-04-2020,Boston Shawarma,35.32,debit,Restaurants,Credit Card
04-04-2020,Ice skating,61.54,debit,Entertainment,Credit Card
04-04-2020,Stop and Shop,158.26,debit,Grocery shopping,Credit Card
04-05-2020,Ace Hardware,161.19,debit,Grocery shopping,Credit Card
04-05-2020,Mama-cita,29.14,debit,Restaurants,Credit Card
04-05-2020,Lyft,27.05,debit,Travel expenses,Credit Card
04-06-2020,Ace Hardware,187.77,debit,Grocery shopping,Credit Card
04-06-2020,Stop and Shop,191.74,debit,Grocery shopping,Credit Card
04-06-2020,Trader Joes,186.3,debit,Grocery shopping,Credit Card
04-06-2020,Credit Transaction,4.29,credit,Cashback Rewards,Savings
04-06-2020,Boston Halal,59.2,debit,Restaurants,Credit Card
04-07-2020,Market Basket,172.95,debit,Grocery shopping,Credit Card
04-07-2020,Credit Transaction,4.75,credit,Cashback Rewards,Savings
04-07-2020,Credit Transaction,8.07,credit,Cashback Rewards,Savings
04-08-2020,Trader Joes,168.0,debit,Grocery shopping,Credit Card
04-08-2020,Stop and Shop,182.06,debit,Grocery shopping,Credit Card
04-09-2020,Dominos,55.34,debit,Restaurants,Credit Card
04-09-2020,Stop and Shop,179.94,debit,Grocery shopping,Credit Card
04-11-2020,Credit Transaction,6.84,credit,Cashback Rewards,Savings
04-11-2020,AMC Boston,30.87,debit,Entertainment,Credit Card
04-12-2020,Stop and Shop,161.11,debit,Grocery shopping,Credit Card
04-12-2020,Market Basket,168.38,debit,Grocery shopping,Credit Card
04-12-2020,Ace Hardware,196.6,debit,Grocery shopping,Credit Card
04-13-2020,Stop and Shop,155.86,debit,Grocery shopping,Credit Card
04-13-2020,Monthly direct deposit - Salary,3900.0,credit,Salary,Savings
04-14-2020,Temu,67.55,debit,Shopping,Credit Card
04-14-2020,Amazon,25.36,debit,Shopping,Credit Card
04-14-2020,Ace Hardware,152.89,debit,Grocery shopping,Credit Card
04-14-2020,Mall,72.09,debit,Shopping,Credit Card
04-14-2020,Boston Halal,65.54,debit,Restaurants,Credit Card
04-15-2020,Karaoke,27.43,debit,Entertainment,Credit Card
04-15-2020,Boston Halal,77.36,debit,Restaurants,Credit Card
04-15-2020,Dominos,32.62,debit,Restaurants,Credit Card
04-16-2020,Market Basket,199.55,debit,Grocery shopping,Credit Card
04-17-2020,Dominos,57.37,debit,Restaurants,Credit Card
04-17-2020,Trader Joes,183.53,debit,Grocery shopping,Credit Card
04-17-2020,Amazon,78.74,debit,Shopping,Credit Card
04-17-2020,Market Basket,182.57,debit,Grocery shopping,Credit Card
04-19-2020,Dominos,69.92,debit,Restaurants,Credit Card
04-19-2020,Boston Halal,74.67,debit,Restaurants,Credit Card
04-20-2020,Boston Halal,70.85,debit,Restaurants,Credit Card
04-20-2020,Temu,79.64,debit,Shopping,Credit Card
04-20-2020,Stop and Shop,173.77,debit,Grocery shopping,Credit Card
04-20-2020,Boston Shawarma,54.1,debit,Restaurants,Credit Card
04-20-2020,Ice skating,35.23,debit,Entertainment,Credit Card
04-20-2020,Mall,28.32,debit,Shopping,Credit Card
04-21-2020,Market Basket,163.58,debit,Grocery shopping,Credit Card
04-21-2020,Amazon,67.35,debit,Shopping,Credit Card
04-22-2020,Dominos,31.92,debit,Restaurants,Credit Card
04-22-2020,Amazon,37.64,debit,Shopping,Credit Card
04-22-2020,Trader Joes,150.53,debit,Grocery shopping,Credit Card
04-23-2020,Ace Hardware,183.47,debit,Grocery shopping,Credit Card
04-23-2020,Credit Transaction,4.15,credit,Cashback Rewards,Savings
04-23-2020,Credit Transaction,5.47,credit,Cashback Rewards,Savings
04-24-2020,Amazon,33.5,debit,Shopping,Credit Card
04-25-2020,Mama-cita,77.78,debit,Restaurants,Credit Card
04-25-2020,Boston Halal,27.33,debit,Restaurants,Credit Card
04-25-2020,Ace Hardware,151.66,debit,Grocery shopping,Credit Card
04-25-2020,Stop and Shop,196.9,debit,Grocery shopping,Credit Card
04-25-2020,Credit Transaction,4.52,credit,Cashback Rewards,Savings
04-26-2020,Boston Halal,32.26,debit,Restaurants,Credit Card
04-26-2020,Credit Transaction,8.87,credit,Cashback Rewards,Savings
04-26-2020,Market Basket,175.32,debit,Grocery shopping,Credit Card
04-26-2020,Ace Hardware,182.29,debit,Grocery shopping,Credit Card
04-27-2020,Boston Halal,60.16,debit,Restaurants,Credit Card
04-29-2020,Ace Hardware,160.32,debit,Grocery shopping,Credit Card
04-29-2020,Trader Joes,185.38,debit,Grocery shopping,Credit Card
04-29-2020,Mama-cita,42.78,debit,Restaurants,Credit Card
04-29-2020,Lyft,10.88,debit,Travel expenses,Credit Card
04-29-2020,Boston Halal,40.67,debit,Restaurants,Credit Card
04-30-2020,Dominos,51.69,debit,Restaurants,Credit Card
04-30-2020,Trader Joes,171.14,debit,Grocery shopping,Credit Card
04-30-2020,Market Basket,169.75,debit,Grocery shopping,Credit Card
05-01-2020,Rent,1500.0,debit,Mortgage & Rent,Checking
05-01-2020,Eversource Electricity,79.56,debit,Utilities,Checking
05-01-2020,National Grid Gas,78.92,debit,Utilities,Checking
05-01-2020,Stop and Shop,186.02,debit,Grocery shopping,Credit Card
05-02-2020,Stop and Shop,192.47,debit,Grocery shopping,Credit Card
05-02-2020,Boston Halal,79.28,debit,Restaurants,Credit Card
